"g250m","dis_relig","dis_dentis","dis_groce","dis_gym","dis_hdware","dis_mall","dis_restrt","dis_school","pct_access","pct_ov30","rway","dis_exit","dis_subway","dis_crail","dis_bus","dis_parking","avgsw","pct_cur","pct_sw","popden","lumix","rdden","ndden","ndden_n3","ndden_n4","pct_n4","ujaccess","fac1_nw","fac2_connectivity","fac3_transit","fac4_auto","fac5_walk","community_","town_name","codas","pct_sch13","pct_owner","inc_med_hs","pct_pov","pct_white","pct_under5","pct_old65","pct_ov2car","inc_capita","pct_elsc_sch","pct_less3hsh","pct_labor","pct_unempl","f1_wealth","f2_children","f3_working","vmt_tot_mv","vin_mv","hh_mv","pop_mv","Walkscore","Walkscore.Desc","Transitscore","Transitscore.Desc","Bikescore","Bikescore.Desc","be_f1","be_f2","be_f3","be_f4","be_f5","be_f1_norm","dem_f1","dem_f2","dem_f3","res_ols_m1","res_ols_m2","res_ols_m3"
136848,1000,1000,353,1000,353,353,1000,250,0,0,42.56009,2165,515,558,122,2578,11.93027,0.89839,0.90392,9194.66667,0.37097,20456.88889,208,129.77778,24.88889,0.11965,565837.28846,0.01208,5.15236,-0.91572,-0.20289,1.83306,"Inner Core","Somerville",1,0.874848116646416,0.290581162324649,61595,0.0303587856485741,0.851428571428571,0.0685714285714286,0.104761904761905,0.104208416833667,28238,0.0224828934506354,0.759834368530021,0.785,0.00764331210191083,0.0976788852104916,-1.51883858179717,1.00966509846581,17395492,1964,2376,5172,84,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",12.2310354,470749.6194218,-617.1543316,136951.7786062,9422.4360584,65.5306643309788,62549.2956514434,16379.7246752055,0.531102380952381,-1243.74485848678,-1353.57138278271,-3074.32974608502
136849,1000,1000,250,1000,559,250,1000,0,0,0,40.26747,2006,760,801,311,2812,11.62229,0.91199,0.90955,9038.22222,0.45298,18688,186.66667,112,28.44444,0.15238,570946.18514,-0.05888,4.90924,-0.89848,-0.20159,1.85252,"Inner Core","Somerville",1,0.9140625,0.264084507042254,36034,0.0844645550527904,0.958333333333333,0,0.108024691358025,0.0246478873239437,22372,0.0829562594268477,0.702702702702703,0.75748031496063,0.0831600831600832,-0.421651661985318,-1.85173156658602,1.00688706517331,17011892,1905,2228,5084,84,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",11.9741042,475024.7736662,-571.1967228,137703.3195451,8537.5496556,64.0592075302041,39343.3746583681,12977.5082158616,0.506588461164576,129.616596038556,424.76446557937,-1421.73914989775
136850,1000,1000,353,1000,790,353,1000,250,0,0,39.4989,1867,1007,1048,179,2571,12.43444,0.95408,0.95408,8999.11111,0.45475,18044.44444,158.22222,110.22222,24.88889,0.1573,567806.6897,-0.01737,4.53065,-0.9566,-0.16314,2.16971,"Inner Core","Somerville",1,0.833181403828623,0.366088631984586,57188,0.169957081545064,0.9175,0.0191666666666667,0.263333333333333,0.0809248554913295,32775,0.0437956204379562,0.760299625468165,0.625212947189097,0.0331491712707182,0.0190634601377832,-1.7779185689745,-1.0448251833903,18123674,2045,2173,5062,82,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",12.7744548,472184.022451,-530.080836,136825.2764269,8019.582265,68.6428522310971,61155.9575642746,19011.2318692646,0.270084894946054,-173.277807793359,18.8142341658571,-1736.63891657164
136851,1000,1000,353,1000,1030,559,1000,500,0,0,40.03188,1660,1255,1295,86,2323,12.67179,0.97942,0.97463,9368.88889,0.39302,17390.22222,124.44444,87.11111,23.11111,0.18571,592797.81948,0.11768,4.07246,-1.14184,-0.08651,2.41726,"Inner Core","Somerville",1,0.84247258225324,0.338709677419355,44000,0.08003300330033,0.837450199203187,0.0438247011952191,0.133067729083665,0.0788530465949821,27763,0.0810372771474878,0.636704119850187,0.699559471365639,0,-0.126549916159125,-1.13318277433394,0.213652474131467,19322640,2163,2334,5270,83,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",13.0267439,492691.3401684,-467.5757712,142522.7893327,7506.6375744,70.0877235116434,48249.9811123765,16104.0567849837,0.43954441265774,1418.53258034773,1547.46808639437,-243.865682544087
136852,1000,1000,250,1000,1118,790,1000,250,0,0,41.78233,1441,1504,1544,84,2075,13.35618,0.96899,0.96413,9100.44444,0.44097,17566.22222,124.44444,92.44444,17.77778,0.14285,586601.49329,-0.00888,3.83703,-1.12903,-0.04715,2.51441,"Inner Core","Somerville",1,0.86890756302521,0.236,48558,0.0619524405506884,0.818236352729454,0.0473905218956209,0.0659868026394721,0.12,30154,0.0813953488372093,0.733509234828496,0.807152875175316,0.0165073848827107,-0.151771840524809,-1.3824472500748,1.43467881917014,20486216,2227,2188,5119,83,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",13.6171183,487322.0994307,-400.5454292,141064.1822868,7573.8081234,73.4688248566075,53020.1358959361,17490.9123452368,0.581561989144948,2464.0323404285,2442.98812118092,719.916783479305
136853,1000,1000,353,2000,1030,1030,1000,0,0,0,42.30033,1234,1725,1793,83,1828,13.13555,0.93786,0.93285,9418.66667,0.50583,17610.66667,119.11111,78.22222,24.88889,0.20895,600537.4025,0.1561,4.1747,-1.12643,-0.00812,2.29733,"Inner Core","Somerville",1,0.784722222222222,0.222877358490566,41509,0.130281690140845,0.754536290322581,0.0453629032258065,0.0589717741935484,0.0766509433962264,22633,0.128416709644146,0.686868686868687,0.728075338434373,0.026677445432498,-0.695938039170098,-0.967081423201832,0.985401515135864,20370080,2188,2229,5298,70,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",13.3648999,498684.214075,-338.0517492,144366.8383643,7348.2646176,72.0243584782132,43845.8626958188,13128.5699044751,0.525053509298638,2995.40724983302,2603.47639890726,1025.95120329668
136854,1000,1000,250,2000,1000,1118,1000,250,0.07781,0.07781,50.72944,1044,1476,2042,99,1582,12.60659,0.95096,0.95709,9950.22222,0.43602,20872.88889,158.22222,101.33333,33.77778,0.21348,600537.4025,0.45613,5.25309,-1.00582,0.4187,2.11437,"Inner Core","Somerville",1,0.784722222222222,0.222877358490566,41509,0.130281690140845,0.754536290322581,0.0453629032258065,0.0589717741935484,0.0766509433962264,22633,0.128416709644146,0.686868686868687,0.728075338434373,0.026677445432498,-0.695938039170098,-0.967081423201832,0.985401515135864,19206652,2059,2243,5597,83,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",12.9276005,498834.224075,-274.5273544,145222.0860239,8978.0803694,69.5199246994247,43845.8626958188,13128.5699044751,0.525053509298638,2390.39701521442,2077.89985134474,456.37028887501
136855,1000,1000,0,1000,790,1030,1000,250,0.12863,0.12863,58.07817,881,1229,2291,23,1338,11.41259,0.94968,0.95514,11150.22222,0.32022,22878.22222,177.77778,108.44444,42.66667,0.24,589130.84648,0.58819,6.037,-0.91726,0.69624,1.87951,"Inner Core","Somerville",1,0.770459081836327,0.493212669683258,62115,0.0428571428571429,0.670087976539589,0.0439882697947214,0.0601173020527859,0.131221719457014,20438,0.119402985074627,0.315,0.791946308724832,0.0296610169491525,-0.21665573927299,0.150957681651272,1.11866589832814,22577188,2334,2325,6272,88,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",11.8620463,489507.0925784,-219.9650732,143346.2146184,10414.5815584,63.4174467824416,59299.3310334579,11855.0538842771,0.574537877147749,2371.71826133078,1756.0784606193,363.282355873061
136856,1000,1000,250,2000,559,1000,1000,0,0.12437,0.12437,60.35925,767,982,2541,136,1096,11.2873,0.96047,0.96568,11134.22222,0.32131,23456,193.77778,115.55556,51.55556,0.26605,587108.81172,0.75496,6.66123,-0.82809,0.68231,1.72607,"Inner Core","Somerville",1,0.655691439322672,0.438515081206497,37560,0.116614420062696,0.741094147582697,0.0438931297709924,0.0680661577608142,0.109048723897912,17625,0.167827739075364,0.358353510895884,0.674809160305344,0.00678733031674208,-0.663338821529155,0.330487386882454,0.184888316052392,23269418,2350,2126,6263,88,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",11.7696273,487989.3537276,-184.0379276,143010.6355769,10526.5206882,62.8881589183333,38333.0408838037,10223.5026055369,0.47524300254453,4525.51824343451,4170.03012091772,2638.47724049941
136857,1000,2000,0,2000,353,1030,1000,0,0.11019,0.08025,58.72278,724,739,2790,116,858,10.5535,0.93359,0.8956,10880,0.4007,23443.55556,193.77778,115.55556,55.11111,0.2844,592452.25499,0.72075,6.83364,-0.78246,0.5344,1.41611,"Inner Core","Somerville",1,0.572404371584699,0.318652849740933,41250,0.186822351959967,0.381319622964867,0.0574121679520137,0.0351328191945159,0.0725388601036269,16683,0.245478036175711,0.511727078891258,0.734098018769552,0.00994318181818182,-1.37843661874823,0.420427375125875,0.885635754951561,25259766,2550,2141,6120,91,"Walker's Paradise",0,"No Nearby Transit",0,"Not Bikeable",11.0295501,492570.3216417,-172.4274498,144175.8201997,10686.415934,58.6497027517087,40841.926000017,9676.91683649251,0.550074538512608,4988.39322656993,4822.02104919378,3274.47169061509
136858,1000,2000,0,2000,250,1000,1000,250,0.11634,0.07826,60.44885,765,501,2832,37,631,9.35151,0.91379,0.79177,9352.88889,0.55392,23354.66667,176,108.44444,46.22222,0.26262,592452.25499,0.39976,6.00863,-0.84313,0.61796,1.20703,"Inner Core","Somerville",1,0.572404371584699,0.318652849740933,41250,0.186822351959967,0.381319622964867,0.0574121679520137,0.0351328191945159,0.0725388601036269,16683,0.245478036175711,0.511727078891258,0.734098018769552,0.00994318181818182,-1.37843661874823,0.420427375125875,0.885635754951561,19378478,2022,1960,5234,90,"Walker's Paradise",0,"No Nearby Transit",0,"Not Bikeable",9.84871,492641.7016417,-183.412882,143767.6608232,10662.4551974,51.8869771824809,40841.926000017,9676.91683649251,0.550074538512608,2197.38256259664,2469.90355752807,847.411985822831
136859,1000,2000,250,2000,0,1030,1000,500,0.17512,0.12914,61.49037,878,285,2691,88,429,7.1591,0.80511,0.62275,6092.44444,0.65413,32643.55556,160,106.66667,28.44444,0.17777,599594.83107,-0.07854,4.89877,-0.97423,1.04363,0.67841,"Inner Core","Somerville",1,0.672768878718536,0.326771653543307,54432,0.113671274961598,0.794655414908579,0.0323488045007032,0.0407876230661041,0.110236220472441,21826,0.141524105754277,0.624489795918367,0.641843971631206,0.0220994475138122,-0.623397816486261,-0.526592057608682,0.4398335027264,13031492,1345,1358,3399,88,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",7.6486219,498588.1997881,-216.4383802,146624.1532481,15290.3216886,39.2869714336721,53805.0281452962,12660.4060003894,0.472387257982464,-661.750475996385,-130.153358412693,-1935.69890465142
136860,1000,2000,500,2000,250,1118,1000,750,0.14006,0.12079,66.70308,1041,191,2567,128,309,6.44021,0.78074,0.61456,2476.44444,0.74265,30094.22222,124.44444,78.22222,19.55556,0.15714,595409.07387,-0.40974,3.27692,-1.19702,1.06021,0.71647,"Inner Core","Boston",1,0.936329588014981,0.625806451612903,75623,0,0.927051671732523,0.0303951367781155,0.0151975683890578,0,38735,0.0886075949367089,0.751552795031056,0.893992932862191,0,0.427985330113474,-1.71129793077766,2.30839129628608,5044308,499,525,1366,69,"Somewhat Walkable",0,"No Nearby Transit",83,"Very Bikeable",6.9797495,495086.3613121,-261.4083767,144193.1636927,13761.314493,35.4563084319407,78705.6541855132,22468.0636601016,0.693336483830432,-2557.12903088269,-1627.32853688657,-1272.26805409285
136879,2000,2000,500,2000,1060,750,1000,500,0.30743,0.29613,56.34025,4066,846,1555,77,1392,9.85849,0.76476,0.74996,2094.22222,0.60388,11866.66667,56.88889,33.77778,8.88889,0.15625,468557.84736,-0.54508,0.97433,-1.26614,1.47722,1.8954,"Inner Core","Boston",1,0.625538020086083,0.015625,18438,0.272,0.863083164300203,0.0405679513184584,0.213995943204868,0,12453,0.205311542390194,0.741379310344828,0.440699126092385,0.0339943342776204,-1.45891589023754,-0.756930959631826,-1.91748932703879,4144196,451,488,1178,67,"Somewhat Walkable",0,"No Nearby Transit",58,"Bikeable",10.1296565,389500.9133088,-1176.5232694,110908.7639348,4296.4661886,53.4959707110162,20603.9722654257,7224.16418659459,0.166255757888846,-2025.49155572911,-734.520140812386,-1117.92091935323
136880,1000,2000,559,2000,1250,500,1000,500,0.21878,0.21878,51.38305,4252,971,1757,301,1142,9.03097,0.72855,0.72855,4284.44444,0.65976,11758.22222,51.55556,26.66667,12.44444,0.24137,468557.84736,-0.47372,1.53085,-1.2124,1.01674,1.62777,"Inner Core","Boston",1,0.625538020086083,0.015625,18438,0.272,0.863083164300203,0.0405679513184584,0.213995943204868,0,12453,0.205311542390194,0.741379310344828,0.440699126092385,0.0339943342776204,-1.45891589023754,-0.756930959631826,-1.91748932703879,7391365,809,1026,2410,64,"Somewhat Walkable",0,"No Nearby Transit",57,"Bikeable",9.3416678,389373.2433088,-1236.2163364,111436.1420758,4290.5162572,48.9831231800486,20603.9722654257,7224.16418659459,0.166255757888846,-2360.0687714818,-1475.00450862212,-1792.83386686494
136881,1000,2000,500,2000,1457,250,1000,559,0.10212,0.10212,46.5951,4444,766,1970,211,893,8.78889,0.68826,0.69752,4199.11111,0.88987,11029.33333,48,19.55556,16,0.33333,468557.84736,-0.55762,1.7909,-1.12906,0.43363,1.28215,"Inner Core","Boston",1,0.625538020086083,0.015625,18438,0.272,0.863083164300203,0.0405679513184584,0.213995943204868,0,12453,0.205311542390194,0.741379310344828,0.440699126092385,0.0339943342776204,-1.45891589023754,-0.756930959631826,-1.91748932703879,7362917,778,981,2343,74,"Very Walkable",0,"No Nearby Transit",61,"Bikeable",9.0624315,389465.9133088,-1297.6325016,111258.4284436,3901.5424364,47.3839240455793,20603.9722654257,7224.16418659459,0.166255757888846,-2073.37117064354,-895.349829749583,-1197.43958962041
136882,1000,5000,250,2000,1581,0,1000,559,0,0,44.87641,4642,518,2191,140,643,10.00087,0.76667,0.79237,4625.77778,0.7927,13063.11111,56.88889,30.22222,19.55556,0.34375,468557.84736,-0.29195,2.32026,-1.05482,-0.05624,1.54596,"Inner Core","Boston",1,0.625538020086083,0.015625,18438,0.272,0.863083164300203,0.0405679513184584,0.213995943204868,0,12453,0.205311542390194,0.741379310344828,0.440699126092385,0.0339943342776204,-1.45891589023754,-0.756930959631826,-1.91748932703879,8362011,886,1066,2584,80,"Very Walkable",0,"No Nearby Transit",65,"Bikeable",10.2962436,389594.9533088,-1358.4939284,111813.7799148,4977.609949,54.4500226954242,20603.9722654257,7224.16418659459,0.166255757888846,-1496.66018805302,-546.423611236429,-807.739477440589
136883,2000,5000,0,2000,1346,0,1000,353,0,0,47.69541,4844,274,2417,16,393,12.09638,0.85803,0.88115,4492.44444,0.64132,16787.55556,64,37.33333,21.33333,0.33333,443123.99481,-0.18557,2.57574,-0.96642,-0.00115,1.98443,"Inner Core","Boston",1,0.76283185840708,0.413120567375887,48063,0.0856031128404669,0.852941176470588,0.0721288515406162,0.163865546218487,0.049645390070922,20240,0.145735392881128,0.565217391304348,0.601721439749609,0.0130039011703511,-0.329450143453868,-0.282918883312782,-0.727632577123628,8845310,942,995,2508,80,"Very Walkable",0,"No Nearby Transit",65,"Bikeable",12.3224599,368607.2956923,-1416.9514884,106750.8100051,6962.3288704,66.0542566478419,47964.5352536919,11740.5474889398,0.336074223116477,-1852.99292018515,-1690.57643734957,-1788.68845353579
136884,2000,2000,250,2000,1118,0,1000,250,0,0,45.52257,5051,81,2648,109,144,11.97503,0.8355,0.85625,4828.44444,0.344,21699.55556,83.55556,53.33333,23.11111,0.27659,408806.85679,-0.18354,2.96802,-0.98552,-0.07761,1.8702,"Inner Core","Boston",1,0.833333333333333,0.565495207667732,37639,0.0734194425560843,0.972640218878249,0.0697674418604651,0.209302325581395,0.0431309904153355,22967,0.171974522292994,0.682352941176471,0.641171684296176,0.0685279187817259,-0.171248437529281,-0.579870644663637,-0.790706513060193,9919916,1087,1125,2716,76,"Very Walkable",0,"No Nearby Transit",64,"Bikeable",12.1719967,340232.1611357,-1480.7028468,100021.8266225,9474.25346,65.1925469804044,40907.2396249625,13322.4187839811,0.328618653849793,-2005.43436176997,-2184.07321030442,-2341.64165054046
136885,2000,2000,500,2000,901,250,1000,250,0,0,41.57834,5262,252,2882,227,110,10.29732,0.70019,0.73072,3756.44444,0.09283,22798.22222,58.66667,39.11111,12.44444,0.21212,408806.85679,-0.32214,1.94249,-1.25855,-0.12098,1.56644,"Inner Core","Boston",1,0.833333333333333,0.565495207667732,37639,0.0734194425560843,0.972640218878249,0.0697674418604651,0.209302325581395,0.0431309904153355,22967,0.171974522292994,0.682352941176471,0.641171684296176,0.0685279187817259,-0.171248437529281,-0.579870644663637,-0.790706513060193,9180099,953,881,2113,58,"Somewhat Walkable",0,"No Nearby Transit",57,"Bikeable",10.4454319,340178.2711357,-1547.0004616,99988.2445879,9976.1815326,55.3044309519186,40907.2396249625,13322.4187839811,0.328618653849793,-1019.00726038507,-1267.40216539496,-1584.5256109925
137641,1000,2000,1250,2000,1000,1250,2000,707,0,0,37.87294,1920,1842,1891,280,1809,6.1915,0.19594,0.78263,1344,0.28342,8554.66667,55.11111,46.22222,7.11111,0.12903,507501.26618,-0.42612,0.87366,-1.71682,-0.22407,0.58747,"Inner Core","Cambridge",1,0.926739926739927,0.743190661478599,79623,0,0.908517350157729,0.107255520504732,0.329652996845426,0.0311284046692607,48203,0.0686767169179229,0.707509881422925,0.565529622980251,0.0412698412698413,0.880317347429374,-0.910771770710297,-1.83649312159728,3815145,427,262,756,48,"Car-Dependent",0,"No Nearby Transit",72,"Very Bikeable",6.3891886,421419.9909294,-547.2165656,118944.3859662,2290.4856874,32.0741389928979,86355.5769830054,27959.3973995496,0.166563354835786,1255.18045987152,3156.62918558988,3501.48428618788
137647,1000,1000,559,2000,250,750,1000,0,0.02976,0,40.6081,1515,1269,1761,170,1210,6.82191,0.69899,0.65771,3271.11111,0.72861,13034.66667,81.77778,60.44444,16,0.19565,539572.01001,-0.8204,2.04468,-1.25174,-0.00336,0.92324,"Inner Core","Cambridge",1,0.978998384491115,0.573604060913706,70625,0.0319526627218935,0.852153667054715,0.0675203725261933,0.114086146682189,0.0152284263959391,42746,0.138991389913899,0.656330749354005,0.717114568599717,0.0394477317554241,0.317509880014798,-0.927584765272375,0.762125780234931,7474229,838,837,1840,76,"Very Walkable",0,"No Nearby Transit",96,"Biker's Paradise",7.28554,448113.7583083,-423.6167144,127793.9394749,5398.7536292,37.2075846912556,76592.2607777895,24794.251162499,0.469547284513916,-3029.47193542521,-1126.1272234377,-342.187181548906
137648,1000,1000,500,2000,353,790,1000,250,0.00821,0,43.66059,1581,1324,1519,49,1265,9.65095,0.89305,0.8784,4951.11111,0.66605,15210.66667,103.11111,72.88889,24.88889,0.24137,539572.01001,-0.39707,3.09831,-1.099,-0.00569,1.67329,"Inner Core","Cambridge",1,0.978998384491115,0.573604060913706,70625,0.0319526627218935,0.852153667054715,0.0675203725261933,0.114086146682189,0.0152284263959391,42746,0.138991389913899,0.656330749354005,0.717114568599717,0.0394477317554241,0.317509880014798,-0.927584765272375,0.762125780234931,11818708,1353,1282,2785,83,"Very Walkable",0,"No Nearby Transit",96,"Biker's Paradise",10.17472,448005.6283083,-441.1121225,128698.9581093,6420.329866,53.7540514483565,76592.2607777895,24794.251162499,0.469547284513916,-1550.25540828076,-367.769103088179,445.853484163145
137649,1000,1000,559,2000,353,901,1000,250,0,0,41.73815,1683,1309,1280,107,1364,11.11235,0.96454,0.97768,6512,0.66334,16216.88889,119.11111,74.66667,33.77778,0.28358,551078.19454,-0.08419,3.97296,-1.01134,-0.04725,1.94591,"Inner Core","Cambridge",1,0.980952380952381,0.558073654390935,90000,0.0174563591022444,0.928,0.0986666666666667,0.110666666666667,0.0424929178470255,51406,0.0903141361256544,0.701612903225806,0.825633383010432,0.0072202166064982,0.760312636746814,-1.11517128943546,1.36072335895585,14653051,1694,1729,3663,83,"Very Walkable",0,"No Nearby Transit",96,"Biker's Paradise",11.6283441,457541.0514682,-473.179006,131964.9396262,6877.7803798,62.0790235331593,96162.5707204671,29817.1596880103,0.558183705911574,-1861.14957616856,-1325.1784222166,-439.658795872226
137650,1000,1000,707,1000,250,1060,1000,0,0,0,39.35043,1813,1073,1045,265,1499,10.48673,0.88806,0.92462,6371.55556,0.67321,17022.22222,152.88889,90.66667,37.33333,0.24418,545479.39351,-0.12768,4.46828,-0.95474,-0.14509,1.55591,"Inner Core","Cambridge",1,0.851478917558213,0.195121951219512,41118,0.174735915492958,0.456979806848112,0.0864793678665496,0.103160667251975,0.0117073170731707,24108,0.179852805887764,0.689655172413793,0.590395480225989,0.116746411483254,-1.29573402748639,-0.45120125703865,0.38173582926556,14936731,1748,1695,3584,84,"Very Walkable",0,"No Nearby Transit",96,"Biker's Paradise",10.9557211,453074.4466133,-513.9936732,130821.0960167,7501.0392162,58.2268806727071,44226.0066258122,13983.8446027595,0.378725862214353,-258.304003060184,548.400757100635,1330.46376571488
137651,1000,1000,559,1000,353,901,1000,250,0,0,37.74904,1967,844,821,357,1660,10.0634,0.86019,0.91075,6117.33333,0.68593,17642.66667,168.88889,101.33333,35.55556,0.21052,559989.94053,-0.14875,4.56547,-0.962,-0.1847,1.4303,"Inner Core","Cambridge",1,1,0.460093896713615,79024,0.159707724425887,0.81203007518797,0.106337271750806,0.160042964554243,0.0140845070422535,59523,0.108342361863489,0.682119205298013,0.711734693877551,0,0.403642176222232,-1.04099637630889,0.561639867575469,13620129,1668,1644,3441,83,"Very Walkable",0,"No Nearby Transit",92,"Biker's Paradise",10.5416701,465303.4906399,-561.4107296,134229.0120812,7820.6742396,55.8555915501033,91196.4593895157,34524.917835304,0.426233888292159,-2229.63997359405,-1119.57052935378,-674.977864897954
137652,1000,1000,500,1000,250,707,1000,250,0,0,37.22253,2138,631,616,465,1842,10.23123,0.86307,0.91525,7249.77778,0.41266,17244.44444,156.44444,99.55556,26.66667,0.17045,559989.94053,-0.13117,4.12114,-1.11476,-0.22331,1.70197,"Inner Core","Cambridge",1,1,0.460093896713615,79024,0.159707724425887,0.81203007518797,0.106337271750806,0.160042964554243,0.0140845070422535,59523,0.108342361863489,0.682119205298013,0.711734693877551,0,0.403642176222232,-1.04099637630889,0.561639867575469,13701799,1692,2136,4078,84,"Very Walkable",0,"No Nearby Transit",83,"Very Bikeable",10.697652,465495.3406399,-613.1108772,134417.2266714,7731.7730052,56.7489070662911,91196.4593895157,34524.917835304,0.426233888292159,-3715.80252985087,-2744.06511386099,-2538.47130399521
137653,1000,1000,353,1000,0,559,1000,353,0,0,45.5292,2325,458,458,230,2038,11.27842,0.94292,0.96596,6942.22222,0.61497,18478.22222,156.44444,104.88889,26.66667,0.17045,573219.38624,-0.2707,4.20712,-0.9726,-0.08174,1.94365,"Inner Core","Cambridge",1,0.989090909090909,0.598198198198198,61343,0.0384615384615385,0.954352441613588,0.0498938428874735,0.156050955414013,0.0234234234234234,52133,0.0414507772020725,0.867826086956522,0.748888888888889,0.0489614243323442,0.550564920260688,-2.13210877587494,0.707097932296928,14195085,1752,2105,3905,90,"Very Walkable",0,"No Nearby Transit",77,"Very Bikeable",11.7463566,476626.3105792,-662.897808,137653.5451222,8533.2964034,62.7548865490228,73578.6305861947,30239.0802311284,0.458978910120311,-2594.93450831111,-1523.15382103136,-1667.66559797575
137654,1000,1000,250,1000,0,500,1000,353,0,0,47.92078,2522,383,406,72,2245,12.25611,0.97574,0.97998,8684.44444,0.43285,19996.44444,154.66667,99.55556,32,0.20689,579267.80619,0.02196,4.74519,-0.98971,-0.06385,2.11163,"Inner Core","Cambridge",1,0.98062015503876,0.256198347107438,62361,0.0946564885496183,0.956656346749226,0.0386996904024768,0.0758513931888545,0.104683195592287,43950,0.0685358255451713,0.783098591549296,0.704809286898839,0,0.272745150977619,-1.76649438034485,1.02554302095642,16842408,2008,2601,4885,92,"Walker's Paradise",0,"No Nearby Transit",80,"Very Bikeable",12.6583285,481772.7691377,-720.1802072,139819.5070083,9342.427447,67.9777915693954,70546.732263012,25492.8196516483,0.492325652439557,-2008.22950653733,-1588.26768677935,-1535.1525712478
137655,1000,1000,353,1000,250,500,1000,250,0,0,49.59535,2518,456,496,233,2460,12.50031,0.95998,0.96775,8341.33333,0.44005,21370.66667,186.66667,108.44444,35.55556,0.19047,579267.80619,0.1146,5.22924,-0.91467,-0.06897,1.96456,"Inner Core","Cambridge",1,0.98062015503876,0.256198347107438,62361,0.0946564885496183,0.956656346749226,0.0386996904024768,0.0758513931888545,0.104683195592287,43950,0.0685358255451713,0.783098591549296,0.704809286898839,0,0.272745150977619,-1.76649438034485,1.02554302095642,16669814,1968,2304,4692,90,"Walker's Paradise",0,"No Nearby Transit",80,"Very Bikeable",12.8506331,481872.2191377,-717.707534,140039.5639036,9893.350146,69.0791288592623,70546.732263012,25492.8196516483,0.492325652439557,-1343.13486757967,-1020.91042900632,-969.077855917089
137656,1000,1000,250,1000,500,250,1000,353,0,0,43.17553,2356,628,672,44,2681,12.20202,0.90329,0.91654,9251.55556,0.39468,20474.66667,190.22222,112,28.44444,0.14953,584336.33304,0.06911,5.06427,-0.95313,-0.16012,1.90946,"Inner Core","Somerville",1,0.991507430997877,0.24251497005988,54306,0.114777618364419,0.774045801526718,0.00916030534351145,0.0366412213740458,0.0598802395209581,23638,0.0636758321273517,0.698996655518395,0.814528593508501,0.0740037950664137,-0.419315731153955,-1.79325156421371,2.06930947821883,16487227,1904,2405,5204,90,"Walker's Paradise",0,"No Nearby Transit",78,"Very Bikeable",12.4886119,486101.5364232,-673.9865972,141229.8985681,9411.5301646,67.005816794536,54555.9550958203,13711.6994293626,0.612332550703777,-858.713846744533,-916.012425372101,-665.610588379411
137657,1000,1000,0,1000,707,0,1000,250,0,0,41.88568,2211,840,884,97,2803,12.08511,0.9042,0.91377,8008.88889,0.59557,18951.11111,186.66667,112,23.11111,0.1238,582936.44381,-0.26561,4.53769,-0.87061,-0.15277,1.92425,"Inner Core","Somerville",1,0.915951972555746,0.241590214067278,55556,0.112712975098296,0.917730496453901,0.0468085106382979,0.141843971631206,0.140672782874618,27274,0.0161725067385445,0.695652173913043,0.633744855967078,0.0194805194805195,0.0280320072691022,-1.44796681252186,-0.0186809885409453,13755527,1544,2012,4505,90,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",12.3828789,484919.0083623,-631.4668832,140257.7598709,8715.0365804,66.4002790400076,57264.9165878104,15820.6259856013,0.380091060327467,-1935.69258626007,-1457.65215110714,-3371.65967556577
137658,1000,1000,250,1000,750,250,1000,353,0,0,39.99664,1999,1069,1112,155,2553,12.27479,0.91397,0.91943,7859.55556,0.68475,17832.88889,160,101.33333,23.11111,0.14444,579732.9429,-0.25964,4.2302,-0.90222,-0.11925,2.02231,"Inner Core","Somerville",1,0.841095890410959,0.334224598930481,54063,0.146886016451234,0.902045209903122,0.0376749192680301,0.189451022604952,0.0748663101604278,24300,0.0872844827586207,0.678125,0.609302325581395,0.0534351145038168,-0.27303164123669,-1.16346895625942,-0.574077841580581,14465861,1625,1912,4421,90,"Very Walkable",0,"No Nearby Transit",0,"Not Bikeable",12.5654834,482046.672607,-569.3025536,139237.7258737,7978.20509,67.4460634109872,54672.6739763241,14095.5994232349,0.320315467995093,-1123.80593292307,-641.904304413709,-2469.45494625614
